Symbol,Name,,,CASH_RATIO,CASH_RATIO,True Cash Ratio,RETURN_COM_EQY,PX_TO_BOOK_RATIO,PE_RATIO,SHORT_INT_RATIO,TOT_DEBT_TO_COM_EQY,IS_EPS,Last price,,
AMH,American Homes 4 Rent,AMH US Equity,AMH UA Equity,#VALUE!,#VALUE!,null,-0.388511027,1.502702934,618.0079,3.032,65.24,0.02,22.08,27/06/2017 17:00,21.88
AMH^D,American Homes 4 Rent,AMH^D US Equity,AMH^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AMH^E,American Homes 4 Rent,AMH^E US Equity,AMH^E UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AMH^F,American Homes 4 Rent,AMH^F US Equity,AMH^F UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AMH^G,American Homes 4 Rent,AMH^G US Equity,AMH^G UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AIG,"American International Group, Inc.",AIG US Equity,AIG UA Equity,#VALUE!,#VALUE!,null,-9.251722551,0.771275291,24.5387,3.087,53.5403,1.03,53.66,27/06/2017 17:00,59.93
AIG.WS,"American International Group, Inc.",AIG.WS US Equity,AIG.WS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AMID,"American Midstream Partners, LP",AMID US Equity,AMID UA Equity,0.0499,0.0499,0.0499,-76.0803605,4.240535093,null,2.411,919.9047,-0.42,10.4,27/06/2017 17:00,13.1
ARL,"American Realty Investors, Inc.",ARL US Equity,ARL UA Equity,#VALUE!,#VALUE!,null,-4.645173516,2.601441845,null,0.049,939.0806,-0.06,15.8,27/06/2017 17:00,14.22
ARA,"American Renal Associates Holdings, Inc",ARA US Equity,ARA UA Equity,0.3893,0.3893,0.3893,null,null,28.5429,17.838,#N/A N/A,-0.01,16.17,27/06/2017 17:00,15.91
AWR,American States Water Company,AWR US Equity,AWR UA Equity,0.0305,0.0305,0.0305,13.0475158,4.029781416,27.8618,8.801,73.4443,0.29,57.91,27/06/2017 17:00,55.02
AMT,American Tower Corporation (REIT),AMT US Equity,AMT UA Equity,#VALUE!,#VALUE!,null,20.29971617,9.899169081,50.5548,2.35,337.4065,0.63,143.54,27/06/2017 17:00,143.51
AVD,American Vanguard Corporation,AVD US Equity,AVD UA Equity,0.0966,0.0966,0.0966,7.143510488,2.2089534,34.3841,7.865,28.7701,0.16,23.4,27/06/2017 17:00,18.7
AWK,American Water Works,AWK US Equity,AWK UA Equity,0.0217,0.0217,0.0217,8.176569194,2.767120592,27.5378,6.996,146.8905,0.6,85.51,27/06/2017 17:00,89.32
COLD,Americold Realty Trust,COLD US Equity,COLD UA Equity,#VALUE!,#VALUE!,null,null,11.83415455,null,0.674,523.9494,-0.08,22.44,27/06/2017 17:00,0
APU,"AmeriGas Partners, L.P.",APU US Equity,APU UA Equity,0.01,0.01,0.01,15.01734311,4.629716578,31.5444,5.643,323.3849,1.44,41.07,27/06/2017 17:00,45.02
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",AMP US Equity,AMP UA Equity,0.0083,0.0083,0.0083,27.69536753,3.559405952,12.8653,2.147,90,3.97,140.98,27/06/2017 17:00,168.6
ABC,AmerisourceBergen Corporation (Holding Co),ABC US Equity,ABC UA Equity,0.1136,0.1136,0.1136,29.91417289,6.339555239,18.0406,5.07,142.1278,1.31,91.07,27/06/2017 17:00,87.82
ANFI,Amira Nature Foods Ltd,ANFI US Equity,ANFI UA Equity,0.0744,0.0744,0.0744,10.37449346,0.31613334,6.0749,5.211,#N/A N/A,#N/A N/A,2.38,27/06/2017 17:00,4.39
AMN,AMN Healthcare Services Inc,AMN US Equity,AMN UA Equity,0.217,0.217,0.217,26.62234287,4.777284697,16.8581,11.531,53.4088,0.89,60.85,27/06/2017 17:00,48.3
AMRX,"Amneal Pharmaceuticals, Inc.",AMRX US Equity,AMRX UA Equity,#VALUE!,#VALUE!,null,null,null,null,7.944,#N/A N/A,#N/A N/A,16.65,27/06/2017 17:00,17.85
AP,Ampco-Pittsburgh Corporation,AP US Equity,AP UA Equity,0.1348,0.1348,0.1348,-4.142612612,0.778987673,null,15.94,51.074,0.08,10.65,27/06/2017 17:00,12.8
APH,Amphenol Corporation,APH US Equity,APH UA Equity,0.4689,0.4689,0.4689,18.14625694,6.742235248,24.6504,3.904,82.764,0.87,87.76,27/06/2017 17:00,89.67
AXR,AMREP Corporation,AXR US Equity,AXR UA Equity,2.0213,2.0213,2.0213,-2.44015334,0.681496378,1040.1964,8.553,#N/A N/A,#N/A N/A,7.16,27/06/2017 17:00,6.99
AME,"AMTEK, Inc.",AME US Equity,AME UA Equity,1.9019,1.9019,1.9019,19.02796718,3.988357163,25.3368,1.782,52.4618,0.79,73.59,27/06/2017 17:00,72.13
AFSI^A,"AmTrust Financial Services, Inc.",AFSI^A US Equity,AFSI^A UA Equity,1.4101,1.4101,1.4101,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFSI^B,"AmTrust Financial Services, Inc.",AFSI^B US Equity,AFSI^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFSI^C,"AmTrust Financial Services, Inc.",AFSI^C US Equity,AFSI^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFSI^D,"AmTrust Financial Services, Inc.",AFSI^D US Equity,AFSI^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFSI^E,"AmTrust Financial Services, Inc.",AFSI^E US Equity,AFSI^E UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFSI^F,"AmTrust Financial Services, Inc.",AFSI^F US Equity,AFSI^F UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFSS,"AmTrust Financial Services, Inc.",AFSS US Equity,AFSS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFST,"AmTrust Financial Services, Inc.",AFST US Equity,AFST UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
APC,Anadarko Petroleum Corporation,APC US Equity,APC UA Equity,0.71,0.71,0.71,-0.242753799,4.143728477,null,2.941,187.6673,0.23,75.44,27/06/2017 17:00,48.54
ANDV,Andeavor,ANDV US Equity,ANDV UA Equity,0.0952,0.0952,0.0952,21.82828416,2.052825323,25.8226,2.311,90.6665,1.13,132.37,27/06/2017 17:00,110.4
ANDX,Andeavor Logistics LP,ANDX US Equity,ANDX UA Equity,0.0583,0.0583,0.0583,8.394205769,1.502565895,30.9629,3.124,66.1352,0.59,42.49,27/06/2017 17:00,47.06
AU,AngloGold Ashanti Limited,AU US Equity,AU UA Equity,#VALUE!,#VALUE!,null,-7.103012272,null,null,2.498,#N/A N/A,#N/A N/A,8.1,27/06/2017 17:00,8.98
BUD,Anheuser-Busch Inbev SA,BUD US Equity,BUD UA Equity,#VALUE!,#VALUE!,null,11.11141992,null,null,2.418,#N/A N/A,#N/A N/A,98.54,27/06/2017 17:00,111.12
AXE,Anixter International Inc.,AXE US Equity,AXE UA Equity,0.0859,0.0859,0.0859,7.775621803,1.44331431,17.9974,3.689,86.2055,0.95,64.675,27/06/2017 17:00,70.55
NLY,Annaly Capital Management Inc,NLY US Equity,NLY UA Equity,0.0606,0.0606,0.0606,19.83464306,1.017790188,9.5403,3.158,641.7187,1.12,10.5956,27/06/2017 17:00,12.06
NLY^C,Annaly Capital Management Inc,NLY^C US Equity,NLY^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NLY^D,Annaly Capital Management Inc,NLY^D US Equity,NLY^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NLY^F,Annaly Capital Management Inc,NLY^F US Equity,NLY^F UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
NLY^G,Annaly Capital Management Inc,NLY^G US Equity,NLY^G UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AMGP,Antero Midstream GP LP,AMGP US Equity,AMGP UA Equity,0.6966,0.6966,0.6966,95.4919509,164.716619,145.3636,6.585,0,0.07,18.49,27/06/2017 17:00,18.96
AM,Antero Midstream Partners LP,AM US Equity,AM UA Equity,0.1079,0.1079,0.1079,16.86646067,3.700390684,21.3459,4.145,84.5668,0.43,30.09,27/06/2017 17:00,28.56
AR,Antero Resources Corporation,AR US Equity,AR UA Equity,0.0293,0.0293,0.0293,4.570297912,0.796809195,67.8538,11.087,59.6091,0.05,21.35,27/06/2017 17:00,18.55
ANTM,"Anthem, Inc.",ANTM US Equity,ANTM UA Equity,0.973,0.973,0.973,15.61229505,2.301211854,16.022,3.885,73.6177,5.13,242.27,27/06/2017 17:00,228.75
ANH,Anworth Mortgage Asset  Corporation,ANH US Equity,ANH UA Equity,#VALUE!,#VALUE!,null,4.891214129,0.945403332,17.4416,3.366,906.8846,-0.05,5.12,27/06/2017 17:00,5.59
ANH^A,Anworth Mortgage Asset  Corporation,ANH^A US Equity,ANH^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ANH^B,Anworth Mortgage Asset  Corporation,ANH^B US Equity,ANH^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ANH^C,Anworth Mortgage Asset  Corporation,ANH^C US Equity,ANH^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AON,Aon plc,AON US Equity,AON UA Equity,0.0524,0.0524,0.0524,27.66169154,6.320341039,34.0194,2.689,115.0726,2.39,137.2,27/06/2017 17:00,138.5
APA,Apache Corporation,APA US Equity,APA UA Equity,0.4599,0.4599,0.4599,17.80082091,2.222481849,179.9092,9.676,111.117,0.38,45.7,27/06/2017 17:00,39.72
AIV,Apartment Investment and Management Company,AIV US Equity,AIV UA Equity,#VALUE!,#VALUE!,null,24.32894408,4.307863904,252.5953,3.805,261.9394,0.52,42.39,27/06/2017 17:00,43.88
AIV^A,Apartment Investment and Management Company,AIV^A US Equity,AIV^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
APY,Apergy Corporation,APY US Equity,APY UA Equity,0.1077,0.1077,0.1077,null,1.72630569,null,1.522,0,0.3175,39.43,#N/A Limit: Monthly,
ARI,Apollo Commercial Real Estate Finance,ARI US Equity,ARI UA Equity,#VALUE!,#VALUE!,null,9.266581435,1.144216441,11.7172,11.13,89.6773,0.38,18.67,27/06/2017 17:00,18.69
ARI^C,Apollo Commercial Real Estate Finance,ARI^C US Equity,ARI^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
APO,"Apollo Global Management, LLC",APO US Equity,APO UA Equity,#VALUE!,#VALUE!,null,26.64617968,6.229868797,11.5695,5.028,238.6155,-1,30.98,27/06/2017 17:00,32.62
APO^A,"Apollo Global Management, LLC",APO^A US Equity,APO^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
APO^B,"Apollo Global Management, LLC",APO^B US Equity,APO^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AIY,Apollo Investment Corporation,AIY US Equity,AIY UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFT,Apollo Senior Floating Rate Fund Inc.,AFT US Equity,AFT UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.155,#N/A N/A,#N/A N/A,16.52,27/06/2017 17:00,16.48
AIF,Apollo Tactical Income Fund Inc.,AIF US Equity,AIF UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.176,#N/A N/A,#N/A N/A,15.64,27/06/2017 17:00,15.71
APLE,"Apple Hospitality REIT, Inc.",APLE US Equity,APLE UA Equity,#VALUE!,#VALUE!,null,5.403190088,1.193642493,19.5843,3.677,37.3251,0.18,18.43,27/06/2017 17:00,19.65
AIT,"Applied Industrial Technologies, Inc.",AIT US Equity,AIT UA Equity,0.3392,0.3392,0.3392,20.401244,3.50940357,21.0672,2.138,128.5947,0.95,73.2,27/06/2017 17:00,62.65
ATR,"AptarGroup, Inc.",ATR US Equity,ATR UA Equity,0.2775,0.2775,0.2775,17.20429294,4.102191162,26.2703,6.887,90.4485,0.95,93.555,27/06/2017 17:00,86.43
APTV,Aptiv PLC,APTV US Equity,APTV UA Equity,0.3141,0.3141,0.3141,43.89679127,7.237626376,13.0476,3.712,121.8056,1.1555,95.63,27/06/2017 17:00,85.67
WTR,"Aqua America, Inc.",WTR US Equity,WTR UA Equity,0.1176,0.1176,0.1176,12.58039697,3.15084315,25.4928,12.357,111.5491,0.29,35.04,27/06/2017 17:00,37.27
AQ,Aquantia Corp.,AQ US Equity,AQ UA Equity,4.5579,4.5579,4.5579,null,4.629551536,null,4.186,0,-0.04,12.11,27/06/2017 17:00,10.86
WAAS,AquaVenture Holdings Limited,WAAS US Equity,WAAS UA Equity,4.8869,4.8869,4.8869,-7.377911643,1.225446921,null,26.099,50.6671,-0.24,15.44,27/06/2017 17:00,15.31
ARMK,Aramark,ARMK US Equity,ARMK UA Equity,0.1008,0.1008,0.1008,19.78763927,3.328264207,26.8873,6.462,279.7948,0.11,37.97,27/06/2017 17:00,42.27
ABR,Arbor Realty Trust,ABR US Equity,ABR UA Equity,0.0923,0.0923,0.0923,13.57222273,1.013668165,8.1406,7.091,431.3966,0.42,10.1325,27/06/2017 17:00,8.66
ABR^A,Arbor Realty Trust,ABR^A US Equity,ABR^A UA Equity,0.0807,0.0807,0.0807,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ABR^B,Arbor Realty Trust,ABR^B US Equity,ABR^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ABR^C,Arbor Realty Trust,ABR^C US Equity,ABR^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ARC,"ARC Document Solutions, Inc.",ARC US Equity,ARC UA Equity,0.2132,0.2132,0.2132,-15.92079987,0.643424659,17.2057,6.095,104.9716,0.01,1.88,27/06/2017 17:00,2.48
MT,ArcelorMittal,MT US Equity,MT UA Equity,0.0982,0.0982,0.0982,13.152548,null,null,1.819,32.9812,#N/A N/A,30.2,27/06/2017 17:00,31.73
ARCH,"Arch Coal, Inc.",ARCH US Equity,ARCH UA Equity,1.4416,1.4416,1.4416,33.11935299,2.37014844,12.854,6.375,46.7811,2.87,80.31,27/06/2017 17:00,85.76
ADM,Archer-Daniels-Midland Company,ADM US Equity,ADM UA Equity,0.06,0.06,0.06,9.198672357,1.377505868,16.0642,2.664,48.0461,0.7,46.52,27/06/2017 17:00,41.77
AROC,"Archrock, Inc.",AROC US Equity,AROC UA Equity,0.0249,0.0249,0.0249,3.567794344,1.077053984,127.1693,0.829,182.4222,-0.06,12.4,27/06/2017 17:00,9.7
ARNC,Arconic Inc.,ARNC US Equity,ARNC UA Equity,0.43,0.43,0.43,-6.453674121,1.537463615,28.2213,3.235,121.8876,0.3,17.32,27/06/2017 17:00,24.65
ARCO,Arcos Dorados Holdings Inc.,ARCO US Equity,ARCO UA Equity,0.5223,0.5223,0.5223,20.19572036,3.30072522,61.796,0.214,142.123,0,7.15,27/06/2017 17:00,9.75
RCUS,"Arcus Biosciences, Inc.",RCUS US Equity,RCUS UA Equity,19.6452,19.6452,19.6452,null,2.441182361,null,19.277,0,-1.37,14.23,#N/A Limit: Monthly,
ARD,Ardagh Group S.A.,ARD US Equity,ARD UA Equity,0.203,0.203,0.203,null,null,25.3674,4.001,#N/A N/A,-0.06,16.435,27/06/2017 17:00,20.17
ASC,Ardmore Shipping Corporation,ASC US Equity,ASC UA Equity,0.5642,0.5642,0.5642,-3.971840027,0.723031284,null,6.276,119.4241,-0.16,8.55,27/06/2017 17:00,7.8
AFC,Ares Capital Corporation,AFC US Equity,AFC UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ACRE,Ares Commercial Real Estate Corporation,ACRE US Equity,ACRE UA Equity,#VALUE!,#VALUE!,null,7.935092129,0.95371864,13.4336,0.902,246.5454,0.33,13.94,27/06/2017 17:00,13.34
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",ARDC US Equity,ARDC UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.452,#N/A N/A,#N/A N/A,16.23,27/06/2017 17:00,16.23
ARES,Ares Management L.P.,ARES US Equity,ARES UA Equity,#VALUE!,#VALUE!,null,46.33656212,5.596385863,4.5812,1.947,1631.8526,0.39,21.05,27/06/2017 17:00,18.8
ARES^A,Ares Management L.P.,ARES^A US Equity,ARES^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AGX,"Argan, Inc.",AGX US Equity,AGX UA Equity,1.4647,1.4647,1.4647,16.69832209,1.565196145,12.9531,1.495,0,0.31,40.4,27/06/2017 17:00,42.8
ARGD,"Argo Group International Holdings, Ltd.",ARGD US Equity,ARGD UA Equity,1.5708,1.5708,1.5708,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ARGO,"Argo Group International Holdings, Ltd.",ARGO US Equity,ARGO UA Equity,1.6547,1.6547,1.6547,2.120375483,1.137856441,13.9554,2.444,32.6004,0.73,59.85,27/06/2017 17:00,60.75
ANET,"Arista Networks, Inc.",ANET US Equity,ANET UA Equity,1.7789,1.7789,1.7789,31.51877083,10.54449112,42.2707,4.362,2.0129,1.95,260.93,27/06/2017 17:00,218.25
AI,Arlington Asset Investment Corp,AI US Equity,AI UA Equity,2.2114,2.2114,2.2114,-12.98681972,0.977432059,18.2008,8.69,1176.217,-2,10.82,27/06/2017 17:00,12.15
AI^B,Arlington Asset Investment Corp,AI^B US Equity,AI^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AIC,Arlington Asset Investment Corp,AIC US Equity,AIC UA Equity,#VALUE!,#VALUE!,null,3.714717997,null,null,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Real Time,27/06/2017 17:00,24.254
AIW,Arlington Asset Investment Corp,AIW US Equity,AIW UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AHH,"Armada Hoffler Properties, Inc.",AHH US Equity,AHH UA Equity,#VALUE!,#VALUE!,null,10.75775695,3.04336509,78.8586,2.995,262.105,0.11,15.1,27/06/2017 17:00,15.59
ARR,"ARMOUR Residential REIT, Inc.",ARR US Equity,ARR UA Equity,#VALUE!,#VALUE!,null,15.91149053,0.932943389,3.2895,7.166,664.622,0.97,22.82,27/06/2017 17:00,26.09
ARR^A,"ARMOUR Residential REIT, Inc.",ARR^A US Equity,ARR^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ARR^B,"ARMOUR Residential REIT, Inc.",ARR^B US Equity,ARR^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AFI,"Armstrong Flooring, Inc.",AFI US Equity,AFI UA Equity,0.1932,0.1932,0.1932,-7.682325461,0.683849331,145.1031,5.531,16.7587,-0.4,14.63,27/06/2017 17:00,16.51
AWI,Armstrong World Industries Inc,AWI US Equity,AWI UA Equity,0.4769,0.4769,0.4769,44.88888889,8.04694188,19.5634,4.521,208.6677,0.53,63.15,27/06/2017 17:00,59.6
ARW,"Arrow Electronics, Inc.",ARW US Equity,ARW UA Equity,0.0789,0.0789,0.0789,8.887372837,1.297219316,12.1785,4.427,70.0303,1.58,77.46,27/06/2017 17:00,78.36
AJG,Arthur J. Gallagher & Co.,AJG US Equity,AJG UA Equity,0.0901,0.0901,0.0901,16.65871764,2.666599723,14.8618,1.99,69.8201,1.51,66.05,27/06/2017 17:00,64.79
APAM,Artisan Partners Asset Management Inc.,APAM US Equity,APAM UA Equity,#VALUE!,#VALUE!,null,34.07760966,13.94575907,20.8382,8.233,113.9918,0.75,30,27/06/2017 17:00,39.6
ASA,ASA Gold and Precious Metals Limited,ASA US Equity,ASA UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.167,#N/A N/A,#N/A N/A,10.1248,27/06/2017 17:00,10.65
ABG,Asbury Automotive Group Inc,ABG US Equity,ABG UA Equity,0.0044,0.0044,0.0044,40.19377163,3.527901805,9.0651,9.9,392.9295,1.95,72.15,27/06/2017 17:00,66.45
ASX,"ASE Technology Holding Co., Ltd.",ASX US Equity,ASX UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.637,#N/A N/A,#N/A N/A,4.56,#N/A Limit: Monthly,
ASGN,ASGN Incorporated,ASGN US Equity,ASGN UA Equity,0.4263,0.4263,0.4263,17.15353718,3.996885864,25.2312,1.847,54.933,0.56,78.42,27/06/2017 17:00,62.85
AHT,Ashford Hospitality Trust Inc,AHT US Equity,AHT UA Equity,#VALUE!,#VALUE!,null,-66.25112245,4.190501772,null,3.37,2198.0074,-0.39,7.6,27/06/2017 17:00,6.71
AHT^D,Ashford Hospitality Trust Inc,AHT^D US Equity,AHT^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AHT^F,Ashford Hospitality Trust Inc,AHT^F US Equity,AHT^F UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AHT^G,Ashford Hospitality Trust Inc,AHT^G US Equity,AHT^G UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AHT^H,Ashford Hospitality Trust Inc,AHT^H US Equity,AHT^H UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AHT^I,Ashford Hospitality Trust Inc,AHT^I US Equity,AHT^I UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ASH,Ashland Global Holdings Inc.,ASH US Equity,ASH UA Equity,0.5992,0.5992,0.5992,-0.646013801,1.385277281,46.5154,4.875,75.1353,1.17,78.54,27/06/2017 17:00,71.03
APB,"Asia Pacific Fund, Inc. (The)",APB US Equity,APB UA Equity,0.316,0.316,0.316,null,null,null,3.498,#N/A N/A,#N/A N/A,13.812,27/06/2017 17:00,14.38
ASPN,"Aspen Aerogels, Inc.",ASPN US Equity,ASPN UA Equity,0.6109,0.6109,0.6109,-16.90103226,1.275629388,null,4.125,0,-0.29,4.95,27/06/2017 17:00,4.99
AHL,Aspen Insurance Holdings Limited,AHL US Equity,AHL UA Equity,#VALUE!,#VALUE!,null,-13.91819079,1.070045767,31.2093,4.692,24.8144,0.39,41.85,27/06/2017 17:00,41.75
AHL^C,Aspen Insurance Holdings Limited,AHL^C US Equity,AHL^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AHL^D,Aspen Insurance Holdings Limited,AHL^D US Equity,AHL^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ASB,Associated Banc-Corp,ASB US Equity,ASB UA Equity,#VALUE!,#VALUE!,null,7.130751553,1.340005736,18.1295,3.59,154.2413,0.41,27.925,27/06/2017 17:00,25.3
ASB^C,Associated Banc-Corp,ASB^C US Equity,ASB^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ASB^D,Associated Banc-Corp,ASB^D US Equity,ASB^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AC,"Associated Capital Group, Inc.",AC US Equity,AC UA Equity,#VALUE!,#VALUE!,null,-0.035487745,1.039391164,null,17.876,0.587,-0.95,39.8,27/06/2017 17:00,33.85
AIZ,"Assurant, Inc.",AIZ US Equity,AIZ UA Equity,#VALUE!,#VALUE!,null,11.52479937,1.293895004,13.2226,2.214,47.6977,1.99,102.49,27/06/2017 17:00,100.3
AIZP,"Assurant, Inc.",AIZP US Equity,AIZP UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
